String,CMC,pCMC,Temperature,Class,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,3.89e-06,2.4100503986742923,25.0,Nonionic,8.612935584711527,8.612935584711527,0.01971303627627985,0.01971303627627985,0.07118250918492289,11.775,1167.5599999999995,1048.616,1166.8114754160001,482,0,0.07011439546557022,-0.39398032487450974,0.39398032487450974,0.07011439546557022,0.1375,0.25,0.3875,3.466866198166465,3.077651638996214,970.4066004060794,57.154328932550634,50.32551422287421,50.32551422287421,39.91421356237309,30.647690200185487,30.647690200185487,18.17962202507421,18.17962202507421,11.318022543965935,11.318022543965935,6.963543644822173,6.963543644822173,-0.8800000000000002,3.466866198166465,79.12000000000002,78.12,77.12,483.7196351202767,104.58064942464178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.39441829772878,6.4208216229260096,6.606881964512918,277.4890425095427,104.58064942464178,0.0,0.0,0.0,0.0,96.81523992065479,284.0959244740556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289.20245186889633,99.47412202980107,0.0,96.81523992065479,0.0,0.0,0.0,0.0,214.05999999999995,0.0,0.0,0.0,6.606881964512918,270.88216054502976,13.027703587438928,83.47068109803816,0.0,0.0,6.923737199690624,104.58064942464178,115.51896040377927,0.0,0.0,8.612935584711527,0.0,0.0,0.0,19.173203532833135,23.69490047867608,0.0,1.0,80,1,22,0,0,0,0,0,0,22,1,22,77,0,0,0,0,5.808600000000019,304.59679999999986,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,6e-05,1.2218487496163564,25.0,Nonionic,8.613440767973685,8.613440767973685,0.01883772710933096,0.01883772710933096,0.08375605860004998,11.78048780487805,1199.5579999999998,1080.6139999999998,1198.801304656,494,0,0.07011439546557022,-0.39398032487450974,0.39398032487450974,0.07011439546557022,0.13414634146341464,0.24390243902439024,0.3780487804878049,3.48469825240956,3.079203399298189,1003.0257618259544,58.568542494923726,51.14201080380194,51.14201080380194,40.91421356237309,30.80239073856474,30.80239073856474,17.990153334092703,17.990153334092703,11.062039479822229,11.062039479822229,6.696263269263073,6.696263269263073,-0.9600000000000003,3.48469825240956,81.04,80.04,79.04,493.94672557929044,114.05437533224189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.71113180602472,6.4208216229260096,6.606881964512918,303.9165703675944,114.05437533224189,0.0,0.0,0.0,0.0,71.13195342895074,310.5234523321073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.629979726948,108.94784793740118,0.0,71.13195342895074,0.0,0.0,0.0,0.0,232.51999999999992,0.0,0.0,0.0,6.606881964512918,297.30968840308145,13.027703587438928,57.787394606334104,0.0,0.0,6.923737199690624,114.05437533224189,126.47309518803439,0.0,0.0,8.613440767973685,0.0,0.0,0.0,13.351659704453693,25.56180433953822,0.0,1.0,82,1,24,0,0,0,0,0,0,24,1,24,79,0,0,0,0,4.281400000000007,307.76679999999993,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.0001,1.0,25.0,Nonionic,8.616426867132956,8.616426867132956,0.018106518055216902,0.018106518055216902,0.08329832524461789,11.795454545454545,1287.664,1160.6559999999997,1286.853734152,530,0,0.07011439546557022,-0.39398032487450974,0.39398032487450974,0.07011439546557022,0.125,0.22727272727272727,0.3522727272727273,3.53604511212973,3.083437437553022,1096.3759163331886,62.811183182043,54.78693450947584,54.78693450947584,43.91421356237309,32.957091276943984,32.957091276943984,19.214898205484282,19.214898205484282,11.806056415678519,11.806056415678519,7.136089674890521,7.136089674890521,-1.0400000000000003,3.53604511212973,86.96,85.96,84.96,529.6335844958907,123.528101239842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.71113180602472,6.4208216229260096,6.606881964512918,330.34409822564606,123.528101239842,0.0,0.0,0.0,0.0,71.13195342895074,336.950980190159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0575075849997,118.42157384500129,0.0,71.13195342895074,0.0,0.0,0.0,0.0,250.9799999999999,0.0,0.0,0.0,6.606881964512918,323.73721626113314,13.027703587438928,57.787394606334104,0.0,0.0,6.923737199690624,123.528101239842,137.59248892702794,0.0,0.0,8.616426867132956,0.0,0.0,0.0,13.34613713711758,27.444947068721525,0.0,1.0,88,1,26,0,0,0,0,0,0,26,1,26,85,0,0,0,0,4.3146,329.4048000000005,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
CCCCCCCCC1=CC=C(C=C1)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.0001099,0.9590023075765094,25.0,Nonionic,8.623181415620905,8.623181415620905,0.016423603496730887,0.016423603496730887,0.08815247967144015,11.752380952380953,1527.9190000000006,1384.7829999999994,1526.9535077639994,624,0,0.11893810415496077,-0.491195843739971,0.491195843739971,0.11893810415496077,0.17142857142857143,0.3142857142857143,0.47619047619047616,1.0759386418717711,1.5948819576964004,1695.3448460403363,74.57248543822054,64.3802177256729,64.3802177256729,52.36370330515627,38.4342122291684,38.4342122291684,22.492586649283055,22.492586649283055,13.890618492610995,13.890618492610995,8.404424491236497,8.404424491236497,-2.180000000000001,1.0759386418717711,100.82972573429294,94.19723785655066,88.91255216268816,628.4480575358685,147.21241600884227,12.356393797796823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.16057945124389,30.537828874472233,0.0,389.80603590626237,147.21241600884227,0.0,0.0,0.0,0.0,51.8694885601727,396.4129178707753,29.828919765543436,0.0,5.749511833283905,4.736862953800049,0.0,5.749511833283905,0.0,401.519445265616,143.78984728312756,0.0,51.01211842894368,24.26546827384644,0.0,0.0,0.0,297.12999999999994,0.0,0.0,0.0,6.606881964512918,389.80603590626237,12.170333456209914,44.08838122925306,0.0,12.13273413692322,19.056471336613843,147.21241600884227,165.63650153179464,0.0,0.0,8.623181415620905,1.3706260457484505,0.8776747944117641,8.426296647324854,9.031477445137797,30.86757545329492,0.0,0.918918918918919,105,1,31,0,0,0,1,0,1,31,1,31,97,0,0,0,1,4.442099999999989,389.8538000000019,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
CCCCCCCCC1=CC=C(C=C1)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,7.6e-05,1.1191864077192086,25.0,Nonionic,8.630880311037098,8.630880311037098,0.014761582523830974,0.014761582523830974,0.08699569440242606,11.807407407407407,1968.4490000000017,1784.992999999999,1967.2156552439988,804,0,0.11893810415496077,-0.491195843739971,0.491195843739971,0.11893810415496077,0.13333333333333333,0.24444444444444444,0.37037037037037035,0.9121614420027805,1.5852636304310777,2140.952420139153,95.78568887381714,82.60483625404258,82.60483625404258,67.36370330515628,49.20771492106463,49.20771492106463,28.61631100624095,28.61631100624095,17.610703171892442,17.610703171892442,10.603556519373711,10.603556519373711,-2.5800000000000014,0.9121614420027805,130.427551729346,123.71491824342512,118.27914144296093,806.8823521188693,194.58104554684283,12.356393797796823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.16057945124389,30.537828874472233,0.0,521.9436751965208,194.58104554684283,0.0,0.0,0.0,0.0,51.8694885601727,528.5505571610337,29.828919765543436,0.0,5.749511833283905,4.736862953800049,0.0,5.749511833283905,0.0,533.6570845558743,191.15847682112812,0.0,51.01211842894368,24.26546827384644,0.0,0.0,0.0,389.4300000000001,0.0,0.0,0.0,6.606881964512918,521.9436751965208,12.170333456209914,44.08838122925306,0.0,12.13273413692322,19.056471336613843,194.58104554684283,221.33005020699557,0.0,0.0,8.630880311037098,1.3695221632096493,0.8765117769949557,8.425196762538889,9.021530070028426,40.179642042528684,0.0,0.9361702127659575,135,1,41,0,0,0,1,0,1,41,1,41,127,0,0,0,1,4.608099999999985,498.0438000000027,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOS(=O)(=O)[O-].[Na+],2.5e-05,1.6020599913279625,25.0,Anionic,10.201709290366573,10.201709290366573,0.0,-4.649995788909698,0.05402386074691913,11.621621621621621,564.7580000000005,511.3340000000003,564.3307985559998,218,0,1.0,-0.7255182352448624,1.0,0.7255182352448624,0.43243243243243246,0.7027027027027027,1.027027027027027,2.8428581037484912,0.0,524.1767168008671,26.420310216782966,23.760152434302316,26.576649015230043,17.560660171779823,14.049199928396154,15.38253326172949,8.888279822085087,9.940478663408324,5.58560419816215,6.040945999423631,3.575391005952631,3.8475565329285404,0.6699999999999999,2.8428581037484912,39.81174571141611,32.87955175754349,38.88054648319276,248.79511477359674,28.23706464269061,0.0,0.0,10.399000581649606,0.0,29.557286032607934,4.183085432649707,8.417796984328938,0.0,0.0,90.39441829772878,6.4208216229260096,6.606881964512918,66.06881964512917,70.39523309227718,10.399000581649606,0.0,0.0,0.0,96.81523992065479,72.67570160964209,0.0,0.0,0.0,29.557286032607934,0.0,0.0,0.0,85.64624846766138,38.26640078329956,0.0,96.81523992065479,0.0,0.0,0.0,0.0,112.58000000000001,10.399000581649606,12.9705468580193,0.0,49.37793192614669,46.24817375159042,13.027703587438928,83.47068109803816,0.0,0.0,11.106822632340332,23.684314769000245,61.4512987238694,0.0,0.0,0.0,0.0,0.0,0.0,19.08108294426582,6.534280787441145,-4.649995788909698,1.0,37,0,9,0,0,0,0,0,0,9,0,11,31,0,0,0,0,2.031500000000004,140.05619999999993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
CCCCCCCCC(CCCCCC)COCCOCCOCCOCCOCCOS(=O)(=O)[O-].[Na+],8.599999999999999e-05,1.0655015487564323,25.0,Anionic,10.228344521910724,10.228344521910724,0.0,-4.653797793621228,0.055861813683275675,12.513513513513514,564.7580000000005,511.3340000000003,564.3307985559998,218,0,1.0,-0.7255182352448624,1.0,0.7255182352448624,0.5405405405405406,0.8918918918918919,1.3243243243243243,2.8415311561189935,0.0,538.1403689013198,26.583446923599496,23.923289141118847,26.739785722046573,17.49251182435796,13.981051580974292,15.314384914307627,9.02643106352752,10.078629904850757,5.728780716145473,6.184122517406954,3.7087975587767876,3.980963085752697,0.6699999999999999,2.8415311561189935,39.81174571141611,31.201019469510165,34.64275118483618,248.79511477359674,28.23706464269061,0.0,0.0,10.399000581649606,0.0,29.557286032607934,4.183085432649707,8.417796984328938,0.0,0.0,78.05569062864136,18.75954929201341,6.606881964512918,66.06881964512917,70.39523309227718,10.399000581649606,0.0,0.0,5.917906046161393,90.89733387449338,72.67570160964209,0.0,0.0,0.0,29.557286032607934,0.0,0.0,0.0,85.64624846766138,38.26640078329956,5.917906046161393,90.89733387449338,0.0,0.0,0.0,0.0,112.58000000000001,10.399000581649606,12.9705468580193,0.0,49.37793192614669,52.16607979775181,6.606881964512918,77.04985947511214,0.0,0.0,18.030559832030956,23.684314769000245,62.05556192450372,0.0,0.0,0.0,0.0,0.6704478697122487,0.0,15.870568622468266,8.807219376937006,-4.653797793621228,1.0,37,0,9,0,0,0,0,0,0,9,0,11,30,0,0,0,0,1.887400000000004,139.98619999999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
CCC(C)C(C)CCC(CC(C)C(C)C)COCCOCCOCCOCCOCCOS(=O)(=O)[O-].[Na+],0.000185,0.7328282715969863,25.0,Anionic,10.232694970185548,10.232694970185548,0.0,-4.657281098504218,0.06642530320884638,15.35135135135135,564.7580000000005,511.3340000000003,564.3307985559998,218,0,1.0,-0.7255182352448624,1.0,0.7255182352448624,0.6216216216216216,1.054054054054054,1.4594594594594594,2.8194134966063213,0.0,592.5964017247144,27.235993750865617,24.57583596838497,27.392332549312695,17.063567927177793,13.55210768379413,14.885441017127466,10.017823078075137,11.070021919398375,6.785730438284258,7.241072239545739,3.5773166310096425,3.849482157985552,0.6699999999999999,2.8194134966063213,39.81174571141611,25.625470196578966,26.648345380236343,248.79511477359668,28.23706464269061,0.0,0.0,10.399000581649606,0.0,29.557286032607934,4.183085432649707,8.417796984328938,0.0,0.0,54.38406644399575,42.431173476658984,6.606881964512918,66.06881964512917,70.39523309227718,10.399000581649606,0.0,0.0,29.589530230806965,67.22570968984778,72.67570160964209,0.0,0.0,0.0,29.557286032607934,0.0,0.0,0.0,85.64624846766138,38.26640078329956,29.589530230806965,67.22570968984778,0.0,0.0,0.0,0.0,112.58000000000001,10.399000581649606,12.9705468580193,0.0,49.37793192614669,64.0018918900746,18.442694056835705,25.683286491704038,0.0,0.0,45.72550863079344,23.684314769000245,62.13890676337447,0.0,0.0,0.0,0.0,3.529768176798135,0.0,4.952688353059759,18.119251138605183,-4.657281098504218,1.0,37,0,9,0,0,0,0,0,0,9,0,11,26,0,0,0,0,1.3110000000000055,139.70619999999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C(CCOCCOCCOCCCOCCCOCCCOCCCOCCCOCCCOCCCOCCCOCCCOCCCOCCCOCCCO)(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,0.00061,0.2146701649892329,20.0,Nonionic,13.753989607267176,13.753989607267176,0.03911493935932708,-7.924169917540519,0.04557652611920786,13.18421052631579,1149.167,1063.4870000000005,1148.56808888,458,0,0.45964729418725697,-0.3962863081007135,0.45964729418725697,0.3962863081007135,0.19736842105263158,0.3684210526315789,0.5789473684210527,3.364842161828354,3.363580127563663,1270.880840627298,56.59797974644662,43.77471262094898,43.77471262094898,36.310660171779816,25.959453999824852,25.959453999824852,16.789241576546477,16.789241576546477,10.100448550426838,10.100448550426838,5.884106688951589,5.884106688951589,-1.5100000000000007,3.364842161828354,74.49,47.16102879582645,35.968488581035274,438.42735760780346,71.4226087480414,0.0,0.0,0.0,0.0,35.78894435791636,0.0,0.0,57.07539561977267,0.0,0.0,77.04985947511214,164.9859887712361,33.03440982256459,128.49800436781408,0.0,0.0,0.0,0.0,119.25962545595448,191.5995769708747,0.0,0.0,0.0,0.0,57.07539561977267,0.0,0.0,232.49504872363173,66.31608135320069,0.0,83.47068109803816,0.0,0.0,0.0,0.0,149.45000000000002,55.42352990986821,57.07539561977267,0.0,26.427527858051672,171.2207500525752,57.787394606334104,0.0,0.0,0.0,4.736862953800049,66.68574579424134,246.8557781101242,0.0,0.0,8.683632950782318,0.0,-36.99048690367048,0.0,-0.5585475429491105,11.509623385713125,0.0,1.0,76,1,15,0,0,0,0,0,0,15,1,28,60,0,0,0,0,9.021200000000006,249.362799999999,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCCCCCCCCCCCCC(S(=O)(=O)[O-].[Na+])C(=O)OCCS(=O)(=O)[O-].[Na+],0.008,-0.9030899869919436,25.0,Anionic,11.709887527565268,11.709887527565268,0.0,-4.896681889879943,0.08653425524195199,12.5,488.57600000000025,454.3040000000002,488.14904860799993,168,0,1.0,-0.7478482130289786,1.0,0.7478482130289786,0.7666666666666667,1.1666666666666667,1.5333333333333334,2.562586909240162,-3.6449964468036503e-06,624.0976363300066,21.46840903736401,18.766434891626474,24.399428053481923,13.07651548982532,10.125331026294226,13.174085816274888,7.088502640359249,10.166740155855859,4.5088739617628235,6.300616403613557,2.888030285628404,3.9345732075946436,1.2899999999999998,2.562586909240162,35.87056479868593,20.865783647791872,22.482736812110673,226.30240556762774,13.842362701180775,21.974946853528646,0.0,0.0,0.0,65.08387735316771,4.794537184071822,16.835593968657875,0.0,0.0,83.97359667480276,6.4208216229260096,0.0,15.870980465780342,94.58706591912633,26.20555900601896,0.0,0.0,0.0,95.64435632771095,12.359735571259707,0.0,0.0,0.0,59.11457206521587,0.0,0.0,0.0,49.520072605232336,29.76765385593898,0.0,90.39441829772878,0.0,0.0,0.0,0.0,140.70000000000002,43.81523260726083,30.735630900110422,0.0,65.53539368814188,12.841643245852019,19.26246486877803,44.94575136048208,0.0,0.0,11.660600153490673,0.0,69.50356455170692,0.0,11.709887527565268,-1.8565028968251098,0.0,-2.2454595492990777,0.0,12.755652578832287,1.4388930053674467,-9.472701884014391,0.9444444444444444,30,0,8,0,0,0,0,0,0,8,0,12,18,0,0,0,0,-2.9121999999999932,104.70340000000007,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
CCCCCCCCCCCCCCCCC(S(=O)(=O)[O-].[Na+])C(=O)OCCS(=O)(=O)[O-].[Na+],0.0025,-0.3979400086720376,25.0,Anionic,11.742443355525939,11.742443355525939,0.0,-4.90009084071972,0.07733639993448799,12.46875,516.6300000000002,478.3260000000002,516.1803487359998,180,0,1.0,-0.7478482130289786,1.0,0.7478482130289786,0.71875,1.09375,1.4375,2.6233207305401125,-4.2049951530183765e-06,654.5108997170333,22.882622599737108,20.180648453999567,25.81364161585502,14.07651548982532,11.125331026294225,14.174085816274886,7.795609421545797,10.873846937042407,5.00887396176282,6.800616403613557,3.241583676221678,4.288126598187917,1.2899999999999998,2.6233207305401125,37.83130638340218,22.734971000919714,24.41569772464648,239.03228979642097,13.842362701180775,21.974946853528646,0.0,0.0,0.0,65.08387735316771,4.794537184071822,16.835593968657875,0.0,0.0,96.81523992065479,6.4208216229260096,0.0,15.870980465780342,94.58706591912633,26.20555900601896,0.0,0.0,0.0,108.48599957356298,12.359735571259707,0.0,0.0,0.0,59.11457206521587,0.0,0.0,0.0,49.520072605232336,29.76765385593898,0.0,103.2360615435808,0.0,0.0,0.0,0.0,140.70000000000002,43.81523260726083,30.735630900110422,0.0,65.53539368814188,12.841643245852019,19.26246486877803,57.787394606334104,0.0,0.0,11.660600153490673,0.0,69.67913776071381,0.0,11.742443355525939,-1.8572385213445257,0.0,-2.2437072749115226,0.0,15.530094524161742,1.4610253673758282,-9.47842187818794,0.95,32,0,8,0,0,0,0,0,0,8,0,12,20,0,0,0,0,-2.1319999999999917,113.93740000000008,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
COCCOCCOCCN(CCOCCOCCOC)C(=O)CC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,1.199499303149377e-05,1.9210000000000007,25.0,Nonionic,14.439856522320673,14.439856522320673,0.09553320032455237,-8.756639164841044,0.08420410449665777,14.428571428571429,769.4860000000009,737.2300000000007,769.190732104,294,0,0.4596472944399424,-0.3822977261722934,0.4596472944399424,0.3822977261722934,0.42857142857142855,0.7142857142857143,1.0408163265306123,2.9668137713679514,6.0378684726943685,964.1185366277765,38.58972938092366,25.422735825329006,25.422735825329006,22.15319542688092,13.433239203656433,13.433239203656433,9.641217781035111,9.641217781035111,6.131728366346261,6.131728366346261,3.248273923381447,3.248273923381447,-1.960000000000001,2.9668137713679514,47.04,18.50658017815113,11.014352284517017,266.54964865598595,33.321087453650776,0.0,0.0,5.907179729351506,0.0,47.63400269410551,4.794537184071822,0.0,74.63705581047195,0.0,0.0,0.0,27.30910789438022,72.48964126805518,107.85277071734407,5.907179729351506,0.0,4.899909730850478,0.0,54.054824317031525,93.3779275395094,0.0,0.0,0.0,0.0,74.63705581047195,0.0,0.0,151.81901969381687,33.215714906872115,0.0,6.4208216229260096,0.0,0.0,0.0,0.0,75.69,86.26528078723399,79.43159299454378,0.0,57.75496544695381,0.0,0.0,14.219595082555067,0.0,0.0,9.473725907600098,18.947451815200196,259.89721625645706,0.0,12.627147749717786,0.0,0.0,-59.97801037739054,0.0,-11.081613015068463,-2.9990848034381505,2.7010108563889332,0.9583333333333334,49,0,8,0,0,0,0,0,0,7,0,25,26,0,0,0,0,5.5737000000000085,128.9090000000001,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,17,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
